JobTitle,CompanyName,ApprovedOn,SalaryMin,SalaryMax,PrettySalary,Skills,WorkingLocations,JobType,JobLevel,CompanySize,LanguageSelected
Backend Java Engineer,Medring,2/23/2022,1000,2500,$1000 - $2500,"Java,Database,MySQL,PostgreSQL,Backend;",Hà Nội,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
.NET Developer Fresher (Lương Đến 20M) !!!,Công Ty TNHH Kỹ Sư Công Nghệ Cao Việt Nam,2/23/2022,450,850,$450 - $850,".NET,C#,SQL,Web,HTML;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,25-99 Nhân viên,Bất kỳ
Operator - Customer Support - (JPLT N1),Công Ty TNHH Tj Tech,2/23/2022,800,1200,$800 - $1200,"Tiếng Nhật N1,Vận Hành,Chăm Sóc Khách Hàng,Công Nghệ Thông Tin,Hỗ Trợ Tư Vấn;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Nhân Viên Tư Vấn Phần Mềm Logistics Hoặc Costing (Logistics OR Costing Consultant),Công Ty TNHH MTV Genuwin Solution,2/23/2022,500,500,$500 - $500,"Phần Mềm Logistic,Tư Vấn Giải Pháp,Sale,Tiếng Anh,Logistics;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Kỹ Sư Bán Hàng (Sales Engineer).,Công Ty TNHH Allied Solutions Vietnam,2/26/2022,400,600,$400 - $600,"Tự Động Hóa,PLC,SCADA System,Quản Lý Sản Xuất,Phần Mềm Tự Động Hóa;",Hồ Chí Minh,toàn thời gian,Nhân viên,Less Than 10 Nhân viên,Bất kỳ
"Senior Executive, IT Developer",Foreign Invested Industrial Developer,2/14/2022,1500,2000,Thương lượng,"SAP Technical,SAP Testing,IT Services Management,IT Phần Mềm;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Procurement Officer (IT Industry),NTT (Vietnam) Ltd,2/23/2022,500,1000,Thương lượng,"Technical Purchase,Contract Negotiation;",Hồ Chí Minh,toàn thời gian,Nhân viên,,Bất kỳ
Chuyên Viên Kỹ Thuật,Công Ty Cổ Phần Giải Pháp Số Và Dịch Vụ Viễn Thông (Dstel),2/23/2022,300,750,Thương lượng,"Quản Lý Hệ Thống,Quản Trị Máy Chủ,Viễn Thông,Mạng Máy Tính,Kỹ Thuật Cơ Sở Hạ Tầng;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,25-99 Nhân viên,Bất kỳ
IT Support - Junior,Simpson Strong-Tie Vietnam Company Limited,2/23/2022,650,900,Thương lượng,"English,It Support,Helpdesk;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Nhân Viên Thiết Kế,Công Ty TNHH Kum Kang Labels VINA,2/23/2022,450,650,$450 - $650,"Adobe Illustrator,Photoshop Cs4,Corel;",Bình Dương,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
"Nhân Viên Lập Trình ( C# .NET, NodeJS, Vue, JavaScript)",Công Ty TNHH MTV Genuwin Solution,2/23/2022,500,1000,Thương lượng,"C#,Dot Net,NodeJS,VueJS,JavaScript;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
【620】Software Development Engineer,Công Ty TNHH R Techno Việt Nam,2/23/2022,1000,1200,$1000 - $1200,"Visual Studio,VB.NET,SQL,Phát Triển Phần Mềm,Software Development;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
IT Staff,Công Ty TNHH YKK Việt Nam,2/23/2022,300,300,Thương lượng,"MS SQL,Data,Công Nghệ Thông Tin,Data Management;",Hà Nam,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Chuyên Viên Công Nghệ Thông Tin,Công Ty Cổ Phần BB Group,2/23/2022,500,1000,$500 - $1000,"Helpdesk,IT System,Công Nghệ Thông Tin,CCNA,Mcsa;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
CRM Manager,Be Group Joint Stock Company,2/23/2022,3000,4000,Thương lượng,"CRM,CRM System,CRM Consulting,CRM Marketing;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Tiếng Anh
[HCM] Leader / Senior Python Engineer,Navigos Search's Client,2/23/2022,1800,3000,$1800 - $3000,"Python,English;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Data Privacy & Compliance Lead,Công Ty TNHH GalaxyOne,2/23/2022,2000,3300,$2000 - $3300,"Data Privacy,Data Analyst,Compliance Audit,Project Management,Data Management;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Tiếng Anh
Software Developer - Backend and Frontend,ILA Vietnam,2/23/2022,1000,1900,Thương lượng,"Python,Odoo,Backend,Front End,ERP;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Security Staff - Nhân Viên Phòng An Ninh,Công Ty TNHH LG Electronics Việt Nam Hải Phòng,2/9/2022,500,1000,Thương lượng,"English Communications,Information Technology,Security,Security Camera System;",Hải Phòng,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Tiếng Anh
Software QA Engineer,Công Ty TNHH Active-Semi Việt Nam (Qorvo),2/16/2022,1200,2000,$1200 - $2000,"QA,Testers,Automation Test,Automation Testing;",Hà Nội,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Tiếng Anh
Project Manager (IT Software),Bosch Global Software Technologies Company Limited,3/2/2022,1500,2000,Thương lượng,"Java,.NET,Python;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Senior Software Quality Auditor (Ha Noi/ HCM),Bosch Global Software Technologies Company Limited,2/17/2022,1500,2000,Thương lượng,"Quality Assurance Automobile,Quality Assurance Review,Software Quality Assurance,Project Quality Audit,ISO 9001;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Pulse Delivery Management Senior Specialist (Chuyên Viên Cấp Cao Triển Khai Pulse),Prudential Vietnam Assurance,3/5/2022,500,1500,Thương lượng,"Phần Mềm,Business Analyst BA,Project Management,Digital Solution;",Hồ Chí Minh,toàn thời gian,Nhân viên,,Bất kỳ
RPA Developers,Würth Industry Service (Vietnam) Company,2/9/2022,1000,1500,$1000 - $1500,"Robotics,Process,Uipath Studio,Automation,SAP;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Senior Data Governance Specialist,Ho Chi Minh City Securities Corporation (HSC),2/12/2022,1000,2000,Thương lượng,"Data Analysis,Data Quality,Data Architect,Data Quality Assessment,SQL;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
IT Auditor ISO 27001,Swiss Post Solutions Ltd.,2/22/2022,900,1100,$900 - $1100,"QC,ISO 27001,Audit Documents,Audit Standards,English;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
"Senior Sales Manager (Vietnamese Only, Good English)",Navigos Search's Client,2/22/2022,1500,2500,Thương lượng,"English,Sales POS,Hardware,Direct Sales;",Hồ Chí Minh,toàn thời gian,Nhân viên,Less Than 10 Nhân viên,Bất kỳ
ERP Business Development Executive,Port Cities Vietnam,2/22/2022,500,800,$500 - $800,"Sales ERP,Sales Closing,Sales Support,ERP Systems,After-Sales Support;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Anh
Country Manager (Vietnamese Only),Navigos Search's Client,2/22/2022,3000,5000,Thương lượng,"Startup Management,Set Up New Office,Technology,B2B,E Commerce;",Hà Nội,toàn thời gian,Giám đốc,100-499 Nhân viên,Bất kỳ
"Manager, Business Intelligence-Ho Chi Minh Based",Lazada Vietnam,2/22/2022,1500,3000,Thương lượng,"Business Analysis,Data Analysis,Data Analytics,English,Business Intelligence;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,500-999 Nhân viên,Bất kỳ
[HCM] - Cloud Engineer (DevOps) - [1500$~2500$],Europe IT Company,2/22/2022,1500,2500,$1500 - $2500,"Azure Cloud,English,Infrastructure,Server;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
"Senior Game Developer (Unity, C#)",Vgames Studio,2/18/2022,780,1300,$780 - $1300,"Mobile Game Development,Unity,C#,SQL,OOP;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Junior QA Engineer,1C Vietnam LLC,2/18/2022,400,550,$400 - $550,"QA,QC,Jenkins Ci,Gitlab CI,Agile;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,25-99 Nhân viên,Bất kỳ
NOC Operator,IPSIP Vietnam,2/18/2022,300,500,Thương lượng,"NOC,Vận Hành,Điều Hành Mạng,Network Operator,Công Nghệ Thông Tin;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Bất kỳ
IT Helpdesk,IPSIP Vietnam,2/18/2022,300,500,Thương lượng,"Cybersecurity,Network Security,Infrastructure,Linux;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Bất kỳ
Thực Tập Sinh - Công Nghệ Thông Tin,Viện Dầu Khí Việt Nam,2/22/2022,350,800,$350 - $800,"Lập Trình,JavaScript,Python,C Programming Language,React;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Bất kỳ
Thực Tập Sinh - Khoa Học Tính Toán (Computational Science),Viện Dầu Khí Việt Nam,2/22/2022,350,800,$350 - $800,"Xử Lý Dữ Liệu Lớn,Vật Lý,Toán Kỹ Thuật,Khoa Học Máy Tính,Điện Tử;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Bất kỳ
Chuyên Viên Phát Triển Ứng Dụng Trên Nền Tảng Server,Công Ty Cổ Phần Chứng Khoán MB,2/22/2022,300,500,Thương lượng,"Server,IT Phần Mềm,Framework 6;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Chuyên Viên An Ninh Thông Tin,Công Ty Cổ Phần Chứng Khoán MB,2/22/2022,300,0,Thương lượng,"Security Controls,Security Information,Security Management,Bảo Mật Thông Tin,An Toàn Thông Tin Mạng;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Chuyên Viên Phát Triển Ứng Dụng Trên Nền Tảng Web,Công Ty Cổ Phần Chứng Khoán MB,2/22/2022,300,0,Thương lượng,"Swift,JavaScript,ReactJS,Outsourcing Management,Web Design;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Back-end Developer (Java),Navigos Search's Client,2/25/2022,0,2000,Tới $2000,"Java Springboot,Java Spring Framework,Code,Backend;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
"Java Web Developer (~ $2,000 )",Công Ty TNHH Kinh Doanh Phần Mềm Tân Tia Chớp Xanh,2/18/2022,500,2000,Thương lượng,"Java,C#,Software Development,MySQL,iOS;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
HRIS Executive (Temp: 1 Year contract),ILA Vietnam,2/18/2022,800,1200,Thương lượng,"IT Admin,HRIS,HRIS System,Hris Experience;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Senior Tester (QA/QC),ANT Solution,2/18/2022,700,2000,$700 - $2000,"Web API,Middleware,Maya,Game Mobile,An Toàn Thông Tin Mạng;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Phó Bộ Phận Kiểm Soát Hệ Thống Tín Dụng,Easy Credit,2/25/2022,1000,1500,Thương lượng,"Credit System,UAT Testing,VBA,SQL;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
Merchant Onboarding Lead - Befood,Be Group Joint Stock Company,2/22/2022,1000,1300,Thương lượng,"KYC Process,Merchant Development,Merchant Solution;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Tiếng Anh
[HCM] - IT Comtor( Japanese N2) - 800$~1000$,Japanese IT Company,2/22/2022,600,1000,$600 - $1000,"Japanese,Tiếng Nhật,Thông Dịch,IT Comunicator;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Front-End Developer,Megazone Cloud,2/22/2022,500,1500,$500 - $1500,"Software,Front End,ReactJS,Angular JS,Vue.js;",Hà Nội,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
Business Analyst - Chuyên Viên Vận Hành Ứng Dụng,Công Ty CP Thành Thành Công - Biên Hòa,2/25/2022,500,1000,Thương lượng,Business Analyst BA;,Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Giám Sát Công Nghệ Thông Tin - Cloud Services & Infrastructure,Masan Consumer Holdings,2/25/2022,1000,1500,Thương lượng,"Amazon Cloud Service,Amazon Web Services,Infrastructure,Aws,Google Cloud Services;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Nhân Viên IT,Công Ty Cổ Phần Đô Thị Amata Hạ Long,2/25/2022,400,600,Thương lượng,"IT Phần Cứng,Software,Hardware,Requirement Analysis,Software Testing;",Quảng Ninh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Software Engineer (Fresher/junior),Công Ty TNHH MTV Công Nghệ Cao Nha Trang,2/18/2022,500,1500,Thương lượng,"Lập Trình,Software,Front End,.NET,C#;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Software QA Engineer,Ampere Computing Vietnam,2/25/2022,500,1000,Thương lượng,"Software QA,Automation Test,GUI Test,Unit Test,Python;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Tiếng Anh
Angular Developers,Công Ty TNHH Pentalog Việt Nam,2/25/2022,900,2000,$900 - $2000,"Angular,TypeScript,Azure DevOps,Agile,Scrum;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,25-99 Nhân viên,Bất kỳ
Senior HR Executive,"Idealogic Vietnam Co., Ltd.",2/12/2022,1000,2000,Thương lượng,"Human Resources,Software,Employee Relation,Event,HRBP;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Data Insight Executive,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Parcel Perform Tech Hub,2/12/2022,700,1000,$700 - $1000,"Design,Slide Designing,Slide Preparation,Data Representation,Canva Design;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,25-99 Nhân viên,Tiếng Anh
05 Ruby on Rails Developer ~ $1500,Công Ty TNHH Co-Well Châu Á,2/12/2022,700,1500,$700 - $1500,"Ruby on Rails,HTML,ReactJS,VueJS,Lập Trình Viên Software Developer;","Hà Nội,Đà Nẵng",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
"Fullstack Dev (Javascript, PHP) - Upto 2,200$",LOTTE Data Communication Company Limited Vietnam,2/18/2022,1200,2200,$1200 - $2200,"JavaScript,PHP,SQL,ReactJS,Laravel;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Software Solution Specialist,Navigos Client,2/18/2022,1200,1500,Thương lượng,ERP Implementation;,Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Business Analyst,Navigos Search's Client,2/18/2022,2000,3000,$2000 - $3000,"Business Analysis,Data Analyst,QC,Phân Tích Dữ Liệu,Ngân Hàng;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
"3D Web Developer (React JS, Threejs)",Logknot Vietnam Company Limited,2/18/2022,800,1500,$800 - $1500,"ReactJS,Three.js,NodeJS,3D,Python;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
Giảng Viên / Lecturers,Swinburne Vietnam,2/22/2022,200,2000,Thương lượng,"Teaching,English,Sư Phạm,Giảng Dạy,Đào Tạo;","Hà Nội,Hồ Chí Minh,Đà Nẵng",toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Kiến Trúc Sư Kỹ Thuật (Technical Architect),Sacombank – Ngân Hàng TMCP Sài Gòn Thương Tín,2/25/2022,700,1500,$700 - $1500,"Micro Services,Java,Owasp,Database,Apache Camel;",Hồ Chí Minh,toàn thời gian,Nhân viên,"10,000-19,999 Nhân viên",Bất kỳ
Procurement Manager ( Experience in Purchasing IT Products),NTT (Vietnam) Ltd,2/22/2022,500,1500,Thương lượng,"Purchasing,Purchasing Leader,Negotiation Techniques;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,,Bất kỳ
Software Tester,Megazone Cloud,2/22/2022,500,1500,$500 - $1500,"Testers,Software QA,Công Nghệ Thông Tin,Kiểm Thử,Software Testing;",Hà Nội,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
Customer Service,Công Ty TNHH Identalsoft Việt Nam,2/22/2022,500,1500,$500 - $1500,"Customer Support,SAP Customer Support,It Support,Database,SQL;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Sales Executive B2B,Công Ty TNHH Identalsoft Việt Nam,2/22/2022,500,1500,$500 - $1500,"Sale,Sale B2B,Software,Telesale Skill,B2B Sales;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Technical Team Lead / Solutions Architect,Công Ty TNHH TotallyAwesome Việt Nam,2/22/2022,0,5000,Tới $5000,"Python,AWS Services,Google Cloud Services,ReactJS,Software;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,25-99 Nhân viên,Tiếng Anh
Platform Implementation Manager (RPA),Deloitte Vietnam,2/25/2022,1000,2000,Thương lượng,"Robotic Process Automation,Ms Power BI,My SQL,Large System Implementations,NLP;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,500-999 Nhân viên,Bất kỳ
Kỹ Thuật Bảo Trì - Maintenance Technician,Printlogic Chi Nhánh HN,2/25/2022,300,400,$300 - $400,"In Ấn,Kỹ Thuật,IT Phần Cứng,Helpdesk,Bảo Trì Máy In;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
Full Stack Developer,Voices of Sales Consultancy Co. Ltd.,2/25/2022,500,1000,$500 - $1000,"CRM,Sales Management Software,Laravel,HTML5,NodeJS;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Anh
IT Solution Manager,Công Ty TNHH Kintetsu World Express Việt Nam,2/25/2022,2000,3000,$2000 - $3000,"Application Solution,SEO Website,Cloud Computing,WordPress,Enterprise IT Solutions;",Hà Nội,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Tiếng Anh
Scrum Master,Công Ty TNHH Pentalog Việt Nam,2/25/2022,1500,3000,$1500 - $3000,"Scrum Master,Agile,Java,Analytical Skill,Python;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,25-99 Nhân viên,Bất kỳ
IT Level 2 System Management,Posco ICT Vietnam,2/25/2022,650,1000,$650 - $1000,"IT Development,IT Software,Web Development,C#,Javsscript;",Đồng Nai,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
[HAN] Talent Acquisition Manager | Up to $2000++,Hybrid Technologies,2/25/2022,2000,2000,$2000 - $2000,"Talent Acquisition,English,Hris Technologies,Recruitment Marketing,HR Analyst;",Hà Nội,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
[HCM] - Cloud Engineer (DevOps) - [1800$~2500$],Europe IT Company,2/22/2022,1800,2500,$1800 - $2500,"Azure Cloud,English,Infrastructure,Server;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
[HCM] - Senior / Leader Frontend Engineer [1500$~2600$],E-Commerce Solution Company,2/22/2022,1500,2600,$1500 - $2600,"Front End Developer,JavaScript,VueJS,ReactJS;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Chuyên Viên Kiến Trúc và Giải Pháp Công Nghệ,Công Ty Cổ Phần Chứng Khoán MB,2/22/2022,300,0,Thương lượng,".NET,Java,Python,NodeJS,Core Banking Implementation;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
QC Engineer (Game Tester),Vgames Studio,2/18/2022,350,450,$350 - $450,"Game Testing,Game Design,Testers,Kiểm Tra Chất Lượng,Mobile Game;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
"Senior Software Engineer (Java, Android)",Navigos Search's Client,2/22/2022,2000,2500,Thương lượng,"Software Engineering,Java,Android,English;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Java Developer,Ampere Computing Vietnam,2/25/2022,1000,2500,Thương lượng,"Core Java,Java Swing,Java Spring Framework,C Language;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Tiếng Anh
SOC Analyst- Level 1,IPSIP Vietnam,2/18/2022,300,500,Thương lượng,"Cybersecurity,Network Security,Python,Siem,Security Risk;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Bất kỳ
